DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
425,1,50,31333,8954,VND->LMD,731.4,0,0,0,0.0,0,0,0,0.0,31333,0.0,2195.0,731.4,1,731.4,6651.52,3595.42,2.5,7.0,LTL,4.5,2.0,1133.26,1.0
425,2,50,1003,9101,VND->FC,55.9,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,2195.0,800.5,2,731.4,6651.52,3595.42,3.0,7.0,LTL,4.0,0.0,0.0,0.0
425,3,50,1004,9102,VND->FC,541.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2195.0,739.0,2,731.4,6651.52,3595.42,2.0,7.0,LTL,5.0,0.0,0.0,0.0
425,4,50,1003,9101,VND->FC,55.9,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,2195.0,800.5,2,731.4,6651.52,3595.42,1.5,7.0,TL,5.5,0.0,0.0,0.0
425,5,50,1004,9102,VND->FC,541.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2195.0,739.0,2,731.4,6651.52,3595.42,1.3,7.0,TL,5.7,0.0,0.0,0.0
425,6,50,1003,9101,VND->FC,55.9,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,2195.0,813.3,3,731.4,6651.52,3595.42,2.5,7.0,LTL,4.5,0.0,0.0,0.0
425,7,50,1003,9101,VND->FC,55.9,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,2195.0,813.3,3,731.4,6651.52,3595.42,1.5,7.0,TL,5.5,0.0,0.0,0.0
432,8,50,31334,8955,VND->LMD,764.7,0,0,0,0.0,0,0,0,0.0,31334,0.0,2934.0,764.7,1,764.7,10117.24,4817.73,2.5,8.0,LTL,5.5,3.0,1262.44,1.0
432,9,50,1003,9101,VND->FC,55.9,31334,480,FC->LMD,776.8,0,0,0,0.0,31334,0.02,2934.0,832.6999999999999,2,764.7,10117.24,4817.73,3.0,8.0,LTL,5.0,0.0,0.0,0.0
432,10,50,1004,9102,VND->FC,541.1,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,2934.0,774.4000000000001,2,764.7,10117.24,4817.73,2.5,8.0,LTL,5.5,0.0,0.0,0.0
432,11,50,1003,9101,VND->FC,55.9,31334,480,FC->LMD,776.8,0,0,0,0.0,31334,0.02,2934.0,832.6999999999999,2,764.7,10117.24,4817.73,1.5,8.0,TL,6.5,0.0,0.0,0.0
432,12,50,1004,9102,VND->FC,541.1,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,2934.0,774.4000000000001,2,764.7,10117.24,4817.73,1.4,8.0,TL,6.6,0.0,0.0,0.0
432,13,50,1003,9101,VND->FC,55.9,1004,470,FC->FC,559.5,31334,638,FC->LMD,233.3,31334,0.04,2934.0,848.7,3,764.7,10117.24,4817.73,3.0,8.0,LTL,5.0,0.0,0.0,0.0
432,14,50,1003,9101,VND->FC,55.9,1004,470,FC->FC,559.5,31334,638,FC->LMD,233.3,31334,0.04,2934.0,848.7,3,764.7,10117.24,4817.73,1.5,8.0,TL,6.5,0.0,0.0,0.0
415,15,50,31337,8958,VND->LMD,132.6,0,0,0,0.0,0,0,0,0.0,31337,0.0,589.0,132.6,1,132.6,2560.87,1790.82,1.0,5.0,LTL,4.0,1.0,214.97,1.0
415,16,50,1003,9101,VND->FC,55.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,589.0,204.7,2,132.6,2560.87,1790.82,1.5,5.0,LTL,3.5,0.0,0.0,0.0
415,17,50,1003,9101,VND->FC,55.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,589.0,204.7,2,132.6,2560.87,1790.82,0.4,5.0,TL,4.6,0.0,0.0,0.0
433,18,50,31346,8967,VND->LMD,507.2,0,0,0,0.0,0,0,0,0.0,31346,0.0,3877.0,507.2,1,507.2,17622.73,8855.64,1.5,8.0,LTL,6.5,3.0,1351.33,1.0
433,19,50,1003,9101,VND->FC,55.9,31346,492,FC->LMD,538.2,0,0,0,0.0,31346,0.02,3877.0,594.1,2,507.2,17622.73,8855.64,2.0,8.0,LTL,6.0,0.0,0.0,0.0
433,20,50,1004,9102,VND->FC,541.1,31346,650,FC->LMD,135.9,0,0,0,0.0,31346,0.02,3877.0,677.0,2,507.2,17622.73,8855.64,2.0,8.0,LTL,6.0,0.0,0.0,0.0
