demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,handling_per_lb,wgt,pathDist,arcCt,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
4197,1,2,31329,1414,VND->LMD,835.6,0,0,0,0.0,0,0,0,0.0,31329,0.0,177.0,835.6,1,835.6,632.14,505.71,2.5,8.0,LTL,5.5,1.0,190.75,1.0
4197,2,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,177.0,843.5,2,835.6,632.14,505.71,3.0,8.0,LTL,5.0,0.0,0.0,0.0
4197,3,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,177.0,995.1,2,835.6,632.14,505.71,2.5,8.0,LTL,5.5,0.0,0.0,0.0
4197,4,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,177.0,843.5,2,835.6,632.14,505.71,2.0,8.0,TL,6.0,0.0,0.0,0.0
4197,5,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,177.0,995.1,2,835.6,632.14,505.71,1.8,8.0,TL,6.2,0.0,0.0,0.0
4197,6,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,177.0,996.8,3,835.6,632.14,505.71,3.0,8.0,LTL,5.0,0.0,0.0,0.0
4197,7,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,177.0,996.8,3,835.6,632.14,505.71,2.3,8.0,TL,5.7,0.0,0.0,0.0
4105,8,2,31330,1415,VND->LMD,1504.9,0,0,0,0.0,0,0,0,0.0,31330,0.0,187.0,1504.9,1,1504.9,667.86,340.74,3.5,10.0,LTL,6.5,1.0,288.58,1.0
4105,9,2,1001,1563,VND->FC,20.7,31330,160,FC->LMD,1492.6,0,0,0,0.0,31330,0.02,187.0,1513.3,2,1504.9,667.86,340.74,4.0,10.0,LTL,6.0,0.0,0.0,0.0
4105,10,2,1005,1567,VND->FC,1694.7,31330,792,FC->LMD,204.3,0,0,0,0.0,31330,0.02,187.0,1899.0,2,1504.9,667.86,340.74,4.1,10.0,LTL,5.9,0.0,0.0,0.0
4105,11,2,1001,1563,VND->FC,20.7,31330,160,FC->LMD,1492.6,0,0,0,0.0,31330,0.02,187.0,1513.3,2,1504.9,667.86,340.74,3.2,10.0,TL,6.8,0.0,0.0,0.0
4105,12,2,1005,1567,VND->FC,1694.7,31330,792,FC->LMD,204.3,0,0,0,0.0,31330,0.02,187.0,1899.0,2,1504.9,667.86,340.74,3.6,10.0,TL,6.4,0.0,0.0,0.0
4105,13,2,1001,1563,VND->FC,20.7,1005,155,FC->FC,1683.2,31330,792,FC->LMD,204.3,31330,0.04,187.0,1908.2,3,1504.9,667.86,340.74,4.6,10.0,LTL,5.4,0.0,0.0,0.0
4105,14,2,1001,1563,VND->FC,20.7,1005,155,FC->FC,1683.2,31330,792,FC->LMD,204.3,31330,0.04,187.0,1908.2,3,1504.9,667.86,340.74,4.1,10.0,TL,5.9,0.0,0.0,0.0
4106,15,2,31332,1417,VND->LMD,1692.5,0,0,0,0.0,0,0,0,0.0,31332,0.0,290.0,1692.5,1,1692.5,1705.88,1009.4,4.5,9.0,LTL,4.5,1.0,407.75,1.0
4106,16,2,1001,1563,VND->FC,20.7,31332,162,FC->LMD,1679.2,0,0,0,0.0,31332,0.02,290.0,1699.9,2,1692.5,1705.88,1009.4,5.0,9.0,LTL,4.0,0.0,0.0,0.0
4106,17,2,1005,1567,VND->FC,1694.7,31332,794,FC->LMD,183.9,0,0,0,0.0,31332,0.02,290.0,1878.6,2,1692.5,1705.88,1009.4,4.1,9.0,LTL,4.9,0.0,0.0,0.0
4106,18,2,1001,1563,VND->FC,20.7,31332,162,FC->LMD,1679.2,0,0,0,0.0,31332,0.02,290.0,1699.9,2,1692.5,1705.88,1009.4,3.6,9.0,TL,5.4,0.0,0.0,0.0
