DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
141,1,22,31333,4558,VND->LMD,647.4,0,0,0,0.0,0,0,0,0.0,31333,0.0,1392.0,647.4,1,647.4,3093.33,1982.9,1.5,8.0,LTL,6.5,1.0,762.5,1.0
141,2,22,1003,4705,VND->FC,181.9,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,1392.0,926.5,2,647.4,3093.33,1982.9,3.0,8.0,LTL,5.0,0.0,0.0,0.0
141,3,22,1004,4706,VND->FC,487.5,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,1392.0,685.4,2,647.4,3093.33,1982.9,1.9,8.0,LTL,6.1,0.0,0.0,0.0
141,4,22,1003,4705,VND->FC,181.9,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,1392.0,926.5,2,647.4,3093.33,1982.9,1.7,8.0,TL,6.3,0.0,0.0,0.0
141,5,22,1004,4706,VND->FC,487.5,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,1392.0,685.4,2,647.4,3093.33,1982.9,1.2,8.0,TL,6.8,0.0,0.0,0.0
141,6,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,1392.0,939.3,3,647.4,3093.33,1982.9,2.5,8.0,LTL,5.5,0.0,0.0,0.0
141,7,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,1392.0,939.3,3,647.4,3093.33,1982.9,1.7,8.0,TL,6.3,0.0,0.0,0.0
153,8,22,31334,4559,VND->LMD,675.5,0,0,0,0.0,0,0,0,0.0,31334,0.0,1766.0,675.5,1,675.5,5351.52,3185.43,2.5,8.0,LTL,5.5,1.0,967.71,1.0
153,9,22,1003,4705,VND->FC,181.9,31334,480,FC->LMD,776.8,0,0,0,0.0,31334,0.02,1766.0,958.7,2,675.5,5351.52,3185.43,3.0,8.0,LTL,5.0,0.0,0.0,0.0
153,10,22,1004,4706,VND->FC,487.5,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,1766.0,720.8,2,675.5,5351.52,3185.43,2.4,8.0,LTL,5.6,0.0,0.0,0.0
153,11,22,1003,4705,VND->FC,181.9,31334,480,FC->LMD,776.8,0,0,0,0.0,31334,0.02,1766.0,958.7,2,675.5,5351.52,3185.43,1.7,8.0,TL,6.3,0.0,0.0,0.0
153,12,22,1004,4706,VND->FC,487.5,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,1766.0,720.8,2,675.5,5351.52,3185.43,1.3,8.0,TL,6.7,0.0,0.0,0.0
153,13,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31334,638,FC->LMD,233.3,31334,0.04,1766.0,974.7,3,675.5,5351.52,3185.43,3.0,8.0,LTL,5.0,0.0,0.0,0.0
153,14,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31334,638,FC->LMD,233.3,31334,0.04,1766.0,974.7,3,675.5,5351.52,3185.43,1.8,8.0,TL,6.2,0.0,0.0,0.0
121,15,22,31337,4562,VND->LMD,329.8,0,0,0,0.0,0,0,0,0.0,31337,0.0,1110.0,329.8,1,329.8,828.36,457.66,1.5,5.0,LTL,3.5,1.0,463.88,1.0
121,16,22,1003,4705,VND->FC,181.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,1110.0,330.70000000000005,2,329.8,828.36,457.66,1.5,5.0,LTL,3.5,0.0,0.0,0.0
121,17,22,1003,4705,VND->FC,181.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,1110.0,330.70000000000005,2,329.8,828.36,457.66,0.6,5.0,TL,4.4,0.0,0.0,0.0
122,18,22,31343,4568,VND->LMD,229.8,0,0,0,0.0,0,0,0,0.0,31343,0.0,1023.0,229.8,1,229.8,1860.0,953.85,1.5,4.0,LTL,2.5,1.0,385.17,1.0
122,19,22,1003,4705,VND->FC,181.9,31343,489,FC->LMD,142.7,0,0,0,0.0,31343,0.02,1023.0,324.6,2,229.8,1860.0,953.85,1.5,4.0,LTL,2.5,0.0,0.0,0.0
122,20,22,1003,4705,VND->FC,181.9,31343,489,FC->LMD,142.7,0,0,0,0.0,31343,0.02,1023.0,324.6,2,229.8,1860.0,953.85,0.6,4.0,TL,3.4,0.0,0.0,0.0
154,21,22,31346,4571,VND->LMD,511.7,0,0,0,0.0,0,0,0,0.0,31346,0.0,1619.0,511.7,1,511.7,1245.38,625.82,1.5,7.0,LTL,5.5,1.0,778.21,1.0
154,22,22,1003,4705,VND->FC,181.9,31346,492,FC->LMD,538.2,0,0,0,0.0,31346,0.02,1619.0,720.1,2,511.7,1245.38,625.82,2.0,7.0,LTL,5.0,0.0,0.0,0.0
154,23,22,1004,4706,VND->FC,487.5,31346,650,FC->LMD,135.9,0,0,0,0.0,31346,0.02,1619.0,623.4,2,511.7,1245.38,625.82,1.9,7.0,LTL,5.1,0.0,0.0,0.0
154,24,22,1003,4705,VND->FC,181.9,31346,492,FC->LMD,538.2,0,0,0,0.0,31346,0.02,1619.0,720.1,2,511.7,1245.38,625.82,1.3,7.0,TL,5.7,0.0,0.0,0.0
154,25,22,1004,4706,VND->FC,487.5,31346,650,FC->LMD,135.9,0,0,0,0.0,31346,0.02,1619.0,623.4,2,511.7,1245.38,625.82,1.1,7.0,TL,5.9,0.0,0.0,0.0
154,26,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31346,650,FC->LMD,135.9,31346,0.04,1619.0,877.3,3,511.7,1245.38,625.82,2.5,7.0,LTL,4.5,0.0,0.0,0.0
154,27,22,1003,4705,VND->FC,181.9,1004,470,FC->FC,559.5,31346,650,FC->LMD,135.9,31346,0.04,1619.0,877.3,3,511.7,1245.38,625.82,1.6,7.0,TL,5.4,0.0,0.0,0.0
155,28,22,31349,4574,VND->LMD,185.0,0,0,0,0.0,0,0,0,0.0,31349,0.0,826.0,185.0,1,185.0,1424.14,1139.31,1.0,5.0,LTL,4.0,1.0,303.5,1.0
155,29,22,1003,4705,VND->FC,181.9,31349,495,FC->LMD,13.9,0,0,0,0.0,31349,0.02,826.0,195.8,2,185.0,1424.14,1139.31,1.5,5.0,LTL,3.5,0.0,0.0,0.0
155,30,22,1003,4705,VND->FC,181.9,31349,495,FC->LMD,13.9,0,0,0,0.0,31349,0.02,826.0,195.8,2,185.0,1424.14,1139.31,0.4,5.0,TL,4.6,0.0,0.0,0.0
142,31,22,31355,4580,VND->LMD,2117.0,0,0,0,0.0,0,0,0,0.0,31355,0.0,567.0,2117.0,1,2117.0,1417.5,1012.5,5.5,10.0,LTL,4.5,1.0,781.22,1.0
142,32,22,1003,4705,VND->FC,181.9,31355,501,FC->LMD,1935.4,0,0,0,0.0,31355,0.02,567.0,2117.3,2,2117.0,1417.5,1012.5,5.0,10.0,LTL,5.0,0.0,0.0,0.0
142,33,22,1001,4703,VND->FC,2060.2,31355,185,FC->LMD,58.7,0,0,0,0.0,31355,0.02,567.0,2118.9,2,2117.0,1417.5,1012.5,4.7,10.0,LTL,5.3,0.0,0.0,0.0
142,34,22,1003,4705,VND->FC,181.9,31355,501,FC->LMD,1935.4,0,0,0,0.0,31355,0.02,567.0,2117.3,2,2117.0,1417.5,1012.5,3.8,10.0,TL,6.2,0.0,0.0,0.0
142,35,22,1001,4703,VND->FC,2060.2,31355,185,FC->LMD,58.7,0,0,0,0.0,31355,0.02,567.0,2118.9,2,2117.0,1417.5,1012.5,3.9,10.0,TL,6.1,0.0,0.0,0.0
142,36,22,1003,4705,VND->FC,181.9,1001,467,FC->FC,1878.5,31355,185,FC->LMD,58.7,31355,0.04,567.0,2119.1,3,2117.0,1417.5,1012.5,4.9,10.0,LTL,5.1,0.0,0.0,0.0
142,37,22,1003,4705,VND->FC,181.9,1001,467,FC->FC,1878.5,31355,185,FC->LMD,58.7,31355,0.04,567.0,2119.1,3,2117.0,1417.5,1012.5,3.9,10.0,TL,6.1,0.0,0.0,0.0
143,38,22,31362,4587,VND->LMD,619.4,0,0,0,0.0,0,0,0,0.0,31362,0.0,1052.0,619.4,1,619.4,848.39,657.67,1.5,7.0,LTL,5.5,1.0,582.0,1.0
143,39,22,1003,4705,VND->FC,181.9,31362,508,FC->LMD,470.0,0,0,0,0.0,31362,0.02,1052.0,651.9,2,619.4,848.39,657.67,2.0,7.0,LTL,5.0,0.0,0.0,0.0
143,40,22,1005,4707,VND->FC,665.7,31362,824,FC->LMD,230.9,0,0,0,0.0,31362,0.02,1052.0,896.6,2,619.4,848.39,657.67,2.7,7.0,LTL,4.3,0.0,0.0,0.0
143,41,22,1003,4705,VND->FC,181.9,31362,508,FC->LMD,470.0,0,0,0,0.0,31362,0.02,1052.0,651.9,2,619.4,848.39,657.67,1.2,7.0,TL,5.8,0.0,0.0,0.0
143,42,22,1005,4707,VND->FC,665.7,31362,824,FC->LMD,230.9,0,0,0,0.0,31362,0.02,1052.0,896.6,2,619.4,848.39,657.67,1.6,7.0,TL,5.4,0.0,0.0,0.0
143,43,22,1003,4705,VND->FC,181.9,1005,471,FC->FC,566.2,31362,824,FC->LMD,230.9,31362,0.04,1052.0,979.0,3,619.4,848.39,657.67,3.0,7.0,LTL,4.0,0.0,0.0,0.0
143,44,22,1003,4705,VND->FC,181.9,1005,471,FC->FC,566.2,31362,824,FC->LMD,230.9,31362,0.04,1052.0,979.0,3,619.4,848.39,657.67,1.8,7.0,TL,5.2,0.0,0.0,0.0
123,45,22,31365,4590,VND->LMD,196.9,0,0,0,0.0,0,0,0,0.0,31365,0.0,926.0,196.9,1,196.9,1518.03,798.96,1.0,5.0,LTL,4.0,1.0,339.4,1.0
