demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,handling_per_lb,wgt,pathDist,arcCt,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
9461,1,2,31329,1414,VND->LMD,835.6,0,0,0,0.0,0,0,0,0.0,31329,0.0,904.0,835.6,1,835.6,2102.33,1161.51,2.5,8.0,LTL,5.5,1.0,602.24,1.0
9461,2,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,904.0,843.5,2,835.6,2102.33,1161.51,3.0,8.0,LTL,5.0,0.0,0.0,0.0
9461,3,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,904.0,995.1,2,835.6,2102.33,1161.51,2.5,8.0,LTL,5.5,0.0,0.0,0.0
9461,4,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,904.0,843.5,2,835.6,2102.33,1161.51,2.0,8.0,TL,6.0,0.0,0.0,0.0
9461,5,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,904.0,995.1,2,835.6,2102.33,1161.51,1.8,8.0,TL,6.2,0.0,0.0,0.0
9461,6,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,904.0,996.8,3,835.6,2102.33,1161.51,3.0,8.0,LTL,5.0,0.0,0.0,0.0
9461,7,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,904.0,996.8,3,835.6,2102.33,1161.51,2.3,8.0,TL,5.7,0.0,0.0,0.0
9439,8,2,31333,1418,VND->LMD,2400.2,0,0,0,0.0,0,0,0,0.0,31333,0.0,2202.0,2400.2,1,2400.2,2975.68,1131.44,6.5,10.0,LTL,3.5,2.0,2563.85,1.0
9439,9,2,1001,1563,VND->FC,20.7,31333,163,FC->LMD,2389.5,0,0,0,0.0,31333,0.02,2202.0,2410.2,2,2400.2,2975.68,1131.44,6.0,10.0,LTL,4.0,0.0,0.0,0.0
9439,10,2,1004,1566,VND->FC,2218.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2202.0,2416.0,2,2400.2,2975.68,1131.44,5.0,10.0,LTL,5.0,0.0,0.0,0.0
9439,11,2,1005,1567,VND->FC,1694.7,31333,795,FC->LMD,710.7,0,0,0,0.0,31333,0.02,2202.0,2405.4,2,2400.2,2975.68,1131.44,5.6,10.0,LTL,4.4,0.0,0.0,0.0
9439,12,2,1001,1563,VND->FC,20.7,31333,163,FC->LMD,2389.5,0,0,0,0.0,31333,0.02,2202.0,2410.2,2,2400.2,2975.68,1131.44,4.8,10.0,TL,5.2,0.0,0.0,0.0
9439,13,2,1004,1566,VND->FC,2218.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2202.0,2416.0,2,2400.2,2975.68,1131.44,4.5,10.0,TL,5.5,0.0,0.0,0.0
9439,14,2,1005,1567,VND->FC,1694.7,31333,795,FC->LMD,710.7,0,0,0,0.0,31333,0.02,2202.0,2405.4,2,2400.2,2975.68,1131.44,4.4,10.0,TL,5.6,0.0,0.0,0.0
9439,15,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31333,637,FC->LMD,197.9,31333,0.04,2202.0,2426.6,3,2400.2,2975.68,1131.44,5.5,10.0,LTL,4.5,0.0,0.0,0.0
9439,16,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31333,637,FC->LMD,197.9,31333,0.04,2202.0,2426.6,3,2400.2,2975.68,1131.44,5.0,10.0,TL,5.0,0.0,0.0,0.0
