demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,varCost,wgt,pathDist,arcs,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
8351,1,3,31329,1571,VND->LMD,938.9,0,0,0,0.0,0,0,0,0.0,31329,0.0,1108.0,938.9,1,938.9,2408.7,1392.31,2.5,9.0,LTL,6.5,1.0,769.66,1.0
8351,2,3,1001,1720,VND->FC,380.9,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,1108.0,1203.6999999999998,2,938.9,2408.7,1392.31,3.2,9.0,LTL,5.8,0.0,0.0,0.0
8351,3,3,1006,1725,VND->FC,528.9,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,1108.0,959.5,2,938.9,2408.7,1392.31,2.5,9.0,LTL,6.5,0.0,0.0,0.0
8351,4,3,1001,1720,VND->FC,380.9,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,1108.0,1203.6999999999998,2,938.9,2408.7,1392.31,2.2,9.0,TL,6.8,0.0,0.0,0.0
8351,5,3,1006,1725,VND->FC,528.9,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,1108.0,959.5,2,938.9,2408.7,1392.31,1.8,9.0,TL,7.2,0.0,0.0,0.0
8351,6,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,1108.0,1357.0,3,938.9,2408.7,1392.31,3.2,9.0,LTL,5.8,0.0,0.0,0.0
8351,7,3,1001,1720,VND->FC,380.9,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,1108.0,1357.0,3,938.9,2408.7,1392.31,2.5,9.0,TL,6.5,0.0,0.0,0.0
8329,8,3,31333,1575,VND->LMD,2494.4,0,0,0,0.0,0,0,0,0.0,31333,0.0,1621.0,2494.4,1,2494.4,2349.28,1192.53,6.5,11.0,LTL,4.5,1.0,2180.56,1.0
8329,9,3,1001,1720,VND->FC,380.9,31333,163,FC->LMD,2389.5,0,0,0,0.0,31333,0.02,1621.0,2770.4,2,2494.4,2349.28,1192.53,6.2,11.0,LTL,4.8,0.0,0.0,0.0
8329,10,3,1004,1723,VND->FC,2328.3,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,1621.0,2526.2000000000003,2,2494.4,2349.28,1192.53,5.2,11.0,LTL,5.8,0.0,0.0,0.0
8329,11,3,1006,1725,VND->FC,528.9,31333,953,FC->LMD,1965.7,0,0,0,0.0,31333,0.02,1621.0,2494.6,2,2494.4,2349.28,1192.53,6.5,11.0,LTL,4.5,0.0,0.0,0.0
