DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
1312,1,7,31332,2202,VND->LMD,767.9,0,0,0,0.0,0,0,0,0.0,31332,0.0,234.0,767.9,1,767.9,866.67,471.02,2.5,7.0,LTL,4.5,1.0,212.41,1.0
1312,2,7,1004,2351,VND->FC,189.2,31332,636,FC->LMD,635.2,0,0,0,0.0,31332,0.02,234.0,824.4000000000001,2,767.9,866.67,471.02,2.0,7.0,LTL,5.0,0.0,0.0,0.0
1312,3,7,1005,2352,VND->FC,706.7,31332,794,FC->LMD,183.9,0,0,0,0.0,31332,0.02,234.0,890.6,2,767.9,866.67,471.02,2.3,7.0,LTL,4.7,0.0,0.0,0.0
1312,4,7,1004,2351,VND->FC,189.2,31332,636,FC->LMD,635.2,0,0,0,0.0,31332,0.02,234.0,824.4000000000001,2,767.9,866.67,471.02,1.5,7.0,TL,5.5,0.0,0.0,0.0
1312,5,7,1005,2352,VND->FC,706.7,31332,794,FC->LMD,183.9,0,0,0,0.0,31332,0.02,234.0,890.6,2,767.9,866.67,471.02,1.6,7.0,TL,5.4,0.0,0.0,0.0
1312,6,7,1004,2351,VND->FC,189.2,1005,629,FC->FC,544.2,31332,794,FC->LMD,183.9,31332,0.04,234.0,917.3,3,767.9,866.67,471.02,2.5,7.0,LTL,4.5,0.0,0.0,0.0
1312,7,7,1004,2351,VND->FC,189.2,1005,629,FC->FC,544.2,31332,794,FC->LMD,183.9,31332,0.04,234.0,917.3,3,767.9,866.67,471.02,1.7,7.0,TL,5.3,0.0,0.0,0.0
1342,8,7,31333,2203,VND->LMD,11.7,0,0,0,0.0,0,0,0,0.0,31333,0.0,265.0,11.7,1,11.7,530.0,373.24,1.0,5.0,LTL,4.0,1.0,101.58,1.0
1342,9,7,1004,2351,VND->FC,189.2,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,265.0,387.1,2,11.7,530.0,373.24,1.5,5.0,LTL,3.5,0.0,0.0,0.0
1342,10,7,1004,2351,VND->FC,189.2,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,265.0,387.1,2,11.7,530.0,373.24,0.7,5.0,TL,4.3,0.0,0.0,0.0
1360,11,7,31334,2204,VND->LMD,44.3,0,0,0,0.0,0,0,0,0.0,31334,0.0,386.0,44.3,1,44.3,1608.33,1065.12,1.0,5.0,LTL,4.0,1.0,137.56,1.0
1360,12,7,1004,2351,VND->FC,189.2,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,386.0,422.5,2,44.3,1608.33,1065.12,2.0,5.0,LTL,3.0,0.0,0.0,0.0
1360,13,7,1004,2351,VND->FC,189.2,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,386.0,422.5,2,44.3,1608.33,1065.12,0.8,5.0,TL,4.2,0.0,0.0,0.0
1313,14,7,31335,2205,VND->LMD,998.9,0,0,0,0.0,0,0,0,0.0,31335,0.0,192.0,998.9,1,998.9,872.73,413.62,2.5,8.0,LTL,5.5,1.0,222.05,1.0
1313,15,7,1004,2351,VND->FC,189.2,31335,639,FC->LMD,866.9,0,0,0,0.0,31335,0.02,192.0,1056.1,2,998.9,872.73,413.62,3.0,8.0,LTL,5.0,0.0,0.0,0.0
1313,16,7,1003,2350,VND->FC,733.9,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,192.0,1152.6,2,998.9,872.73,413.62,2.8,8.0,LTL,5.2,0.0,0.0,0.0
1313,17,7,1004,2351,VND->FC,189.2,31335,639,FC->LMD,866.9,0,0,0,0.0,31335,0.02,192.0,1056.1,2,998.9,872.73,413.62,1.9,8.0,TL,6.1,0.0,0.0,0.0
1313,18,7,1003,2350,VND->FC,733.9,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,192.0,1152.6,2,998.9,872.73,413.62,2.1,8.0,TL,5.9,0.0,0.0,0.0
1313,19,7,1004,2351,VND->FC,189.2,1003,627,FC->FC,559.5,31335,481,FC->LMD,418.7,31335,0.04,192.0,1167.4,3,998.9,872.73,413.62,3.0,8.0,LTL,5.0,0.0,0.0,0.0
1313,20,7,1004,2351,VND->FC,189.2,1003,627,FC->FC,559.5,31335,481,FC->LMD,418.7,31335,0.04,192.0,1167.4,3,998.9,872.73,413.62,2.1,8.0,TL,5.9,0.0,0.0,0.0
1314,21,7,31337,2207,VND->LMD,848.9,0,0,0,0.0,0,0,0,0.0,31337,0.0,319.0,848.9,1,848.9,1772.22,1061.21,2.5,7.0,LTL,4.5,1.0,273.66,1.0
1314,22,7,1004,2351,VND->FC,189.2,31337,641,FC->LMD,665.8,0,0,0,0.0,31337,0.02,319.0,855.0,2,848.9,1772.22,1061.21,3.0,7.0,LTL,4.0,0.0,0.0,0.0
1314,23,7,1003,2350,VND->FC,733.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,319.0,882.7,2,848.9,1772.22,1061.21,2.3,7.0,LTL,4.7,0.0,0.0,0.0
1314,24,7,1004,2351,VND->FC,189.2,31337,641,FC->LMD,665.8,0,0,0,0.0,31337,0.02,319.0,855.0,2,848.9,1772.22,1061.21,1.6,7.0,TL,5.4,0.0,0.0,0.0
1314,25,7,1003,2350,VND->FC,733.9,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,319.0,882.7,2,848.9,1772.22,1061.21,1.6,7.0,TL,5.4,0.0,0.0,0.0
