DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
3080,1,3,31335,1577,VND->LMD,2346.0,0,0,0,0.0,0,0,0,0.0,31335,0.0,992.0,2346.0,1,2346.0,2755.56,1968.26,5.5,10.0,LTL,4.5,1.0,1342.59,1.0
3080,2,3,1001,1720,VND->FC,380.9,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,992.0,2472.7000000000003,2,2346.0,2755.56,1968.26,6.2,10.0,LTL,3.8,0.0,0.0,0.0
3080,3,3,1003,1722,VND->FC,2080.5,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,992.0,2499.2,2,2346.0,2755.56,1968.26,5.3,10.0,LTL,4.7,0.0,0.0,0.0
3080,4,3,1002,1721,VND->FC,1440.3,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,992.0,2347.0,2,2346.0,2755.56,1968.26,5.1,10.0,LTL,4.9,0.0,0.0,0.0
3080,5,3,1001,1720,VND->FC,380.9,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,992.0,2472.7000000000003,2,2346.0,2755.56,1968.26,4.5,10.0,TL,5.5,0.0,0.0,0.0
3080,6,3,1003,1722,VND->FC,2080.5,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,992.0,2499.2,2,2346.0,2755.56,1968.26,4.5,10.0,TL,5.5,0.0,0.0,0.0
3080,7,3,1002,1721,VND->FC,1440.3,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,992.0,2347.0,2,2346.0,2755.56,1968.26,4.3,10.0,TL,5.7,0.0,0.0,0.0
3080,8,3,1001,1720,VND->FC,380.9,1003,153,FC->FC,1878.5,31335,481,FC->LMD,418.7,31335,0.04,992.0,2678.1,3,2346.0,2755.56,1968.26,5.6,10.0,LTL,4.4,0.0,0.0,0.0
3080,9,3,1001,1720,VND->FC,380.9,1003,153,FC->FC,1878.5,31335,481,FC->LMD,418.7,31335,0.04,992.0,2678.1,3,2346.0,2755.56,1968.26,4.9,10.0,TL,5.1,0.0,0.0,0.0
3110,10,3,31351,1593,VND->LMD,65.7,0,0,0,0.0,0,0,0,0.0,31351,0.0,944.0,65.7,1,65.7,2097.78,1241.29,1.0,6.0,LTL,5.0,1.0,287.55,1.0
3110,11,3,1001,1720,VND->FC,380.9,31351,181,FC->LMD,376.6,0,0,0,0.0,31351,0.02,944.0,757.5,2,65.7,2097.78,1241.29,2.2,6.0,LTL,3.8,0.0,0.0,0.0
3110,12,3,1001,1720,VND->FC,380.9,31351,181,FC->LMD,376.6,0,0,0,0.0,31351,0.02,944.0,757.5,2,65.7,2097.78,1241.29,1.4,6.0,TL,4.6,0.0,0.0,0.0
3111,13,3,31355,1597,VND->LMD,344.1,0,0,0,0.0,0,0,0,0.0,31355,0.0,1322.0,344.1,1,344.1,1612.2,1194.22,1.5,6.0,LTL,4.5,1.0,549.76,1.0
3111,14,3,1001,1720,VND->FC,380.9,31355,185,FC->LMD,58.7,0,0,0,0.0,31355,0.02,1322.0,439.6,2,344.1,1612.2,1194.22,1.7,6.0,LTL,4.3,0.0,0.0,0.0
3111,15,3,1001,1720,VND->FC,380.9,31355,185,FC->LMD,58.7,0,0,0,0.0,31355,0.02,1322.0,439.6,2,344.1,1612.2,1194.22,0.8,6.0,TL,5.2,0.0,0.0,0.0
3083,16,3,31360,1602,VND->LMD,1330.9,0,0,0,0.0,0,0,0,0.0,31360,0.0,440.0,1330.9,1,1330.9,1419.35,921.66,3.5,9.0,LTL,5.5,1.0,457.54,1.0
3083,17,3,1001,1720,VND->FC,380.9,31360,190,FC->LMD,1123.1,0,0,0,0.0,31360,0.02,440.0,1504.0,2,1330.9,1419.35,921.66,4.2,9.0,LTL,4.8,0.0,0.0,0.0
3083,18,3,1002,1721,VND->FC,1440.3,31360,348,FC->LMD,187.6,0,0,0,0.0,31360,0.02,440.0,1627.9,2,1330.9,1419.35,921.66,3.6,9.0,LTL,5.4,0.0,0.0,0.0
3083,19,3,1001,1720,VND->FC,380.9,31360,190,FC->LMD,1123.1,0,0,0,0.0,31360,0.02,440.0,1504.0,2,1330.9,1419.35,921.66,2.7,9.0,TL,6.3,0.0,0.0,0.0
3083,20,3,1002,1721,VND->FC,1440.3,31360,348,FC->LMD,187.6,0,0,0,0.0,31360,0.02,440.0,1627.9,2,1330.9,1419.35,921.66,3.0,9.0,TL,6.0,0.0,0.0,0.0
3083,21,3,1001,1720,VND->FC,380.9,1002,152,FC->FC,1192.3,31360,348,FC->LMD,187.6,31360,0.04,440.0,1760.7999999999995,3,1330.9,1419.35,921.66,3.9,9.0,LTL,5.1,0.0,0.0,0.0
