DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
5520,1,2,31329,1414,VND->LMD,835.6,0,0,0,0.0,0,0,0,0.0,31329,0.0,3541.0,835.6,1,835.6,6001.69,4226.54,2.5,10.0,LTL,7.5,3.0,1603.42,1.0
5520,2,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,3541.0,843.5,2,835.6,6001.69,4226.54,3.0,10.0,LTL,7.0,0.0,0.0,0.0
5520,3,2,1002,1564,VND->FC,1195.7,31329,317,FC->LMD,609.5,0,0,0,0.0,31329,0.02,3541.0,1805.2,2,835.6,6001.69,4226.54,3.7,10.0,LTL,6.3,0.0,0.0,0.0
5520,4,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,3541.0,843.5,2,835.6,6001.69,4226.54,1.5,10.0,TL,8.5,0.0,0.0,0.0
5520,5,2,1002,1564,VND->FC,1195.7,31329,317,FC->LMD,609.5,0,0,0,0.0,31329,0.02,3541.0,1805.2,2,835.6,6001.69,4226.54,3.3,10.0,TL,6.7,0.0,0.0,0.0
5520,6,2,1001,1563,VND->FC,20.7,1002,152,FC->FC,1192.3,31329,317,FC->LMD,609.5,31329,0.04,3541.0,1822.5,3,835.6,6001.69,4226.54,4.2,10.0,LTL,5.8,0.0,0.0,0.0
5520,7,2,1001,1563,VND->FC,20.7,1002,152,FC->FC,1192.3,31329,317,FC->LMD,609.5,31329,0.04,3541.0,1822.5,3,835.6,6001.69,4226.54,3.3,10.0,TL,6.7,0.0,0.0,0.0
5474,8,2,31335,1420,VND->LMD,2093.6,0,0,0,0.0,0,0,0,0.0,31335,0.0,2327.0,2093.6,1,2093.6,7051.52,5641.22,5.5,11.0,LTL,5.5,2.0,2300.99,1.0
5474,9,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,2327.0,2112.5,2,2093.6,7051.52,5641.22,6.0,11.0,LTL,5.0,0.0,0.0,0.0
5474,10,2,1003,1565,VND->FC,1884.2,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,2327.0,2302.9,2,2093.6,7051.52,5641.22,4.9,11.0,LTL,6.1,0.0,0.0,0.0
5474,11,2,1002,1564,VND->FC,1195.7,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,2327.0,2102.4,2,2093.6,7051.52,5641.22,4.7,11.0,LTL,6.3,0.0,0.0,0.0
5474,12,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,2327.0,2112.5,2,2093.6,7051.52,5641.22,3.8,11.0,TL,7.2,0.0,0.0,0.0
