DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
127,1,6,31334,2047,VND->LMD,289.7,0,0,0,0.0,0,0,0,0.0,31334,0.0,2554.0,289.7,1,289.7,6385.0,4173.2,1.5,6.0,LTL,4.5,2.0,754.61,1.0
127,2,6,1004,2194,VND->FC,422.0,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,2554.0,655.3,2,289.7,6385.0,4173.2,2.3,6.0,LTL,3.7,0.0,0.0,0.0
127,3,6,1004,2194,VND->FC,422.0,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,2554.0,655.3,2,289.7,6385.0,4173.2,1.2,6.0,TL,4.8,0.0,0.0,0.0
128,4,6,31346,2059,VND->LMD,443.8,0,0,0,0.0,0,0,0,0.0,31346,0.0,2733.0,443.8,1,443.8,3549.35,2688.9,1.5,5.0,LTL,3.5,3.0,897.53,1.0
128,5,6,1004,2194,VND->FC,422.0,31346,650,FC->LMD,135.9,0,0,0,0.0,31346,0.02,2733.0,557.9,2,443.8,3549.35,2688.9,1.8,5.0,LTL,3.2,0.0,0.0,0.0
128,6,6,1004,2194,VND->FC,422.0,31346,650,FC->LMD,135.9,0,0,0,0.0,31346,0.02,2733.0,557.9,2,443.8,3549.35,2688.9,1.0,5.0,TL,4.0,0.0,0.0,0.0
130,7,6,31392,2105,VND->LMD,434.7,0,0,0,0.0,0,0,0,0.0,31392,0.0,2531.0,434.7,1,434.7,3467.12,2626.61,1.5,5.0,LTL,3.5,2.0,878.89,1.0
130,8,6,1004,2194,VND->FC,422.0,31392,696,FC->LMD,59.9,0,0,0,0.0,31392,0.02,2531.0,481.9,2,434.7,3467.12,2626.61,1.8,5.0,LTL,3.2,0.0,0.0,0.0
130,9,6,1004,2194,VND->FC,422.0,31392,696,FC->LMD,59.9,0,0,0,0.0,31392,0.02,2531.0,481.9,2,434.7,3467.12,2626.61,0.9,5.0,TL,4.1,0.0,0.0,0.0
124,10,6,31399,2112,VND->LMD,156.9,0,0,0,0.0,0,0,0,0.0,31399,0.0,1752.0,156.9,1,156.9,4380.0,3173.91,1.0,6.0,LTL,5.0,1.0,567.15,1.0
