demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,varCost,wgt,pathDist,arcs,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
3245,1,2,31329,1414,VND->LMD,835.6,0,0,0,0.0,0,0,0,0.0,31329,0.0,350.0,835.6,1,835.6,402.3,177.22,2.5,9.0,LTL,6.5,1.0,288.67,1.0
3245,2,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,350.0,843.5,2,835.6,402.3,177.22,3.0,9.0,LTL,6.0,0.0,0.0,0.0
3245,3,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,350.0,995.1,2,835.6,402.3,177.22,2.5,9.0,LTL,6.5,0.0,0.0,0.0
3245,4,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,350.0,843.5,2,835.6,402.3,177.22,2.0,9.0,TL,7.0,0.0,0.0,0.0
3245,5,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,350.0,995.1,2,835.6,402.3,177.22,1.8,9.0,TL,7.2,0.0,0.0,0.0
3245,6,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,350.0,996.8,3,835.6,402.3,177.22,3.0,9.0,LTL,6.0,0.0,0.0,0.0
3245,7,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,350.0,996.8,3,835.6,402.3,177.22,2.3,9.0,TL,6.7,0.0,0.0,0.0
3223,8,2,31333,1418,VND->LMD,2400.2,0,0,0,0.0,0,0,0,0.0,31333,0.0,98.0,2400.2,1,2400.2,316.13,193.94,6.5,10.0,LTL,3.5,1.0,306.23,1.0
3223,9,2,1001,1563,VND->FC,20.7,31333,163,FC->LMD,2389.5,0,0,0,0.0,31333,0.02,98.0,2410.2,2,2400.2,316.13,193.94,6.0,10.0,LTL,4.0,0.0,0.0,0.0
3223,10,2,1004,1566,VND->FC,2218.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,98.0,2416.0,2,2400.2,316.13,193.94,5.0,10.0,LTL,5.0,0.0,0.0,0.0
3223,11,2,1005,1567,VND->FC,1694.7,31333,795,FC->LMD,710.7,0,0,0,0.0,31333,0.02,98.0,2405.4,2,2400.2,316.13,193.94,5.6,10.0,LTL,4.4,0.0,0.0,0.0
3223,12,2,1001,1563,VND->FC,20.7,31333,163,FC->LMD,2389.5,0,0,0,0.0,31333,0.02,98.0,2410.2,2,2400.2,316.13,193.94,4.8,10.0,TL,5.2,0.0,0.0,0.0
3223,13,2,1004,1566,VND->FC,2218.1,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,98.0,2416.0,2,2400.2,316.13,193.94,4.5,10.0,TL,5.5,0.0,0.0,0.0
3223,14,2,1005,1567,VND->FC,1694.7,31333,795,FC->LMD,710.7,0,0,0,0.0,31333,0.02,98.0,2405.4,2,2400.2,316.13,193.94,4.4,10.0,TL,5.6,0.0,0.0,0.0
3223,15,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31333,637,FC->LMD,197.9,31333,0.04,98.0,2426.6,3,2400.2,316.13,193.94,5.5,10.0,LTL,4.5,0.0,0.0,0.0
3223,16,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31333,637,FC->LMD,197.9,31333,0.04,98.0,2426.6,3,2400.2,316.13,193.94,5.0,10.0,TL,5.0,0.0,0.0,0.0
3246,17,2,31334,1419,VND->LMD,2435.0,0,0,0,0.0,0,0,0,0.0,31334,0.0,411.0,2435.0,1,2435.0,1370.0,765.36,6.5,11.0,LTL,4.5,1.0,685.64,1.0
3246,18,2,1001,1563,VND->FC,20.7,31334,164,FC->LMD,2424.2,0,0,0,0.0,31334,0.02,411.0,2444.9,2,2435.0,1370.0,765.36,7.0,11.0,LTL,4.0,0.0,0.0,0.0
3246,19,2,1004,1566,VND->FC,2218.1,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,411.0,2451.4,2,2435.0,1370.0,765.36,5.5,11.0,LTL,5.5,0.0,0.0,0.0
3246,20,2,1005,1567,VND->FC,1694.7,31334,796,FC->LMD,744.6,0,0,0,0.0,31334,0.02,411.0,2439.3,2,2435.0,1370.0,765.36,5.6,11.0,LTL,5.4,0.0,0.0,0.0
3246,21,2,1001,1563,VND->FC,20.7,31334,164,FC->LMD,2424.2,0,0,0,0.0,31334,0.02,411.0,2444.9,2,2435.0,1370.0,765.36,4.9,11.0,TL,6.1,0.0,0.0,0.0
3246,22,2,1004,1566,VND->FC,2218.1,31334,638,FC->LMD,233.3,0,0,0,0.0,31334,0.02,411.0,2451.4,2,2435.0,1370.0,765.36,4.5,11.0,TL,6.5,0.0,0.0,0.0
3246,23,2,1005,1567,VND->FC,1694.7,31334,796,FC->LMD,744.6,0,0,0,0.0,31334,0.02,411.0,2439.3,2,2435.0,1370.0,765.36,4.5,11.0,TL,6.5,0.0,0.0,0.0
3246,24,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31334,638,FC->LMD,233.3,31334,0.04,411.0,2462.0,3,2435.0,1370.0,765.36,6.0,11.0,LTL,5.0,0.0,0.0,0.0
3246,25,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31334,638,FC->LMD,233.3,31334,0.04,411.0,2462.0,3,2435.0,1370.0,765.36,5.0,11.0,TL,6.0,0.0,0.0,0.0
3184,26,2,31335,1420,VND->LMD,2093.6,0,0,0,0.0,0,0,0,0.0,31335,0.0,86.0,2093.6,1,2093.6,238.89,93.32,5.5,11.0,LTL,5.5,1.0,262.05,1.0
3184,27,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,86.0,2112.5,2,2093.6,238.89,93.32,6.0,11.0,LTL,5.0,0.0,0.0,0.0
3184,28,2,1003,1565,VND->FC,1884.2,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,86.0,2302.9,2,2093.6,238.89,93.32,4.9,11.0,LTL,6.1,0.0,0.0,0.0
3184,29,2,1002,1564,VND->FC,1195.7,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,86.0,2102.4,2,2093.6,238.89,93.32,4.7,11.0,LTL,6.3,0.0,0.0,0.0
3184,30,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,86.0,2112.5,2,2093.6,238.89,93.32,4.3,11.0,TL,6.7,0.0,0.0,0.0
3184,31,2,1003,1565,VND->FC,1884.2,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,86.0,2302.9,2,2093.6,238.89,93.32,4.2,11.0,TL,6.8,0.0,0.0,0.0
3184,32,2,1002,1564,VND->FC,1195.7,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,86.0,2102.4,2,2093.6,238.89,93.32,3.8000000000000003,11.0,TL,7.199999999999999,0.0,0.0,0.0
