demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,handling_per_lb,wgt,pathDist,arcCt,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
8996,1,2,31329,1414,VND->LMD,835.6,0,0,0,0.0,0,0,0,0.0,31329,0.0,849.0,835.6,1,835.6,1768.75,1022.4,2.5,8.0,LTL,5.5,1.0,571.11,1.0
8996,2,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,849.0,843.5,2,835.6,1768.75,1022.4,3.0,8.0,LTL,5.0,0.0,0.0,0.0
8996,3,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,849.0,995.1,2,835.6,1768.75,1022.4,2.5,8.0,LTL,5.5,0.0,0.0,0.0
8996,4,2,1001,1563,VND->FC,20.7,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,849.0,843.5,2,835.6,1768.75,1022.4,2.0,8.0,TL,6.0,0.0,0.0,0.0
8996,5,2,1006,1568,VND->FC,564.5,31329,949,FC->LMD,430.6,0,0,0,0.0,31329,0.02,849.0,995.1,2,835.6,1768.75,1022.4,1.8,8.0,TL,6.2,0.0,0.0,0.0
8996,6,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,849.0,996.8,3,835.6,1768.75,1022.4,3.0,8.0,LTL,5.0,0.0,0.0,0.0
8996,7,2,1001,1563,VND->FC,20.7,1006,156,FC->FC,545.5,31329,949,FC->LMD,430.6,31329,0.04,849.0,996.8,3,835.6,1768.75,1022.4,2.3,8.0,TL,5.7,0.0,0.0,0.0
8921,8,2,31335,1420,VND->LMD,2093.6,0,0,0,0.0,0,0,0,0.0,31335,0.0,270.0,2093.6,1,2093.6,843.75,437.18,5.5,10.0,LTL,4.5,1.0,458.06,1.0
8921,9,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,270.0,2112.5,2,2093.6,843.75,437.18,6.0,10.0,LTL,4.0,0.0,0.0,0.0
8921,10,2,1003,1565,VND->FC,1884.2,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,270.0,2302.9,2,2093.6,843.75,437.18,4.9,10.0,LTL,5.1,0.0,0.0,0.0
8921,11,2,1002,1564,VND->FC,1195.7,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,270.0,2102.4,2,2093.6,843.75,437.18,4.7,10.0,LTL,5.3,0.0,0.0,0.0
8921,12,2,1001,1563,VND->FC,20.7,31335,165,FC->LMD,2091.8,0,0,0,0.0,31335,0.02,270.0,2112.5,2,2093.6,843.75,437.18,4.3,10.0,TL,5.7,0.0,0.0,0.0
8921,13,2,1003,1565,VND->FC,1884.2,31335,481,FC->LMD,418.7,0,0,0,0.0,31335,0.02,270.0,2302.9,2,2093.6,843.75,437.18,4.2,10.0,TL,5.8,0.0,0.0,0.0
8921,14,2,1002,1564,VND->FC,1195.7,31335,323,FC->LMD,906.7,0,0,0,0.0,31335,0.02,270.0,2102.4,2,2093.6,843.75,437.18,3.8000000000000003,10.0,TL,6.199999999999999,0.0,0.0,0.0
8921,15,2,1001,1563,VND->FC,20.7,1003,153,FC->FC,1878.5,31335,481,FC->LMD,418.7,31335,0.04,270.0,2317.9,3,2093.6,843.75,437.18,5.4,10.0,LTL,4.6,0.0,0.0,0.0
8921,16,2,1001,1563,VND->FC,20.7,1003,153,FC->FC,1878.5,31335,481,FC->LMD,418.7,31335,0.04,270.0,2317.9,3,2093.6,843.75,437.18,4.7,10.0,TL,5.3,0.0,0.0,0.0
8924,17,2,31345,1430,VND->LMD,2337.4,0,0,0,0.0,0,0,0,0.0,31345,0.0,230.0,2337.4,1,2337.4,560.98,306.55,5.5,10.0,LTL,4.5,1.0,453.19,1.0
8924,18,2,1001,1563,VND->FC,20.7,31345,175,FC->LMD,2327.5,0,0,0,0.0,31345,0.02,230.0,2348.2,2,2337.4,560.98,306.55,6.0,10.0,LTL,4.0,0.0,0.0,0.0
8924,19,2,1004,1566,VND->FC,2218.1,31345,649,FC->LMD,122.5,0,0,0,0.0,31345,0.02,230.0,2340.6,2,2337.4,560.98,306.55,5.0,10.0,LTL,5.0,0.0,0.0,0.0
8924,20,2,1007,1569,VND->FC,1310.0,31345,1123,FC->LMD,1028.2,0,0,0,0.0,31345,0.02,230.0,2338.2,2,2337.4,560.98,306.55,4.9,10.0,LTL,5.1,0.0,0.0,0.0
8924,21,2,1001,1563,VND->FC,20.7,31345,175,FC->LMD,2327.5,0,0,0,0.0,31345,0.02,230.0,2348.2,2,2337.4,560.98,306.55,4.7,10.0,TL,5.3,0.0,0.0,0.0
8924,22,2,1004,1566,VND->FC,2218.1,31345,649,FC->LMD,122.5,0,0,0,0.0,31345,0.02,230.0,2340.6,2,2337.4,560.98,306.55,4.5,10.0,TL,5.5,0.0,0.0,0.0
8924,23,2,1007,1569,VND->FC,1310.0,31345,1123,FC->LMD,1028.2,0,0,0,0.0,31345,0.02,230.0,2338.2,2,2337.4,560.98,306.55,4.3,10.0,TL,5.7,0.0,0.0,0.0
8924,24,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31345,649,FC->LMD,122.5,31345,0.04,230.0,2351.2,3,2337.4,560.98,306.55,5.5,10.0,LTL,4.5,0.0,0.0,0.0
8924,25,2,1001,1563,VND->FC,20.7,1004,154,FC->FC,2208.0,31345,649,FC->LMD,122.5,31345,0.04,230.0,2351.2,3,2337.4,560.98,306.55,5.0,10.0,TL,5.0,0.0,0.0,0.0
8998,26,2,31346,1431,VND->LMD,2096.9,0,0,0,0.0,0,0,0,0.0,31346,0.0,360.0,2096.9,1,2096.9,1285.71,747.51,5.5,10.0,LTL,4.5,1.0,554.62,1.0
8998,27,2,1001,1563,VND->FC,20.7,31346,176,FC->LMD,2086.2,0,0,0,0.0,31346,0.02,360.0,2106.9,2,2096.9,1285.71,747.51,6.0,10.0,LTL,4.0,0.0,0.0,0.0
