demandID,pathID,originID,dest1,arc1,arc1_type,arc1_dist,dest2,arc2,arc2_type,arc2_dist,dest3,arc3,arc3_type,arc3_dist,finalDest,varCost,wgt,pathDist,arcCt,directDist,sales,cogs,fixedTT,current_ODT,transitMode,w_hat,dirMode,dirCost,dirFreq
24193,1,1,31330,2,VND->LMD,1544.5,0,0,0,0.0,0,0,0,0.0,31330,0.0,1042.0,1544.5,1,1544.5,2605.0,1122.84,4.5,10.0,LTL,5.5,1.0,1018.53,1.0
24193,2,1,1001,150,VND->FC,68.2,31330,160,FC->LMD,1492.6,0,0,0,0.0,31330,0.02,1042.0,1560.8,2,1544.5,2605.0,1122.84,4.0,10.0,LTL,6.0,0.0,0.0,0.0
24193,3,1,1005,782,VND->FC,1737.0,31330,792,FC->LMD,204.3,0,0,0,0.0,31330,0.02,1042.0,1941.3,2,1544.5,2605.0,1122.84,4.2,10.0,LTL,5.8,0.0,0.0,0.0
24193,4,1,1001,150,VND->FC,68.2,31330,160,FC->LMD,1492.6,0,0,0,0.0,31330,0.02,1042.0,1560.8,2,1544.5,2605.0,1122.84,3.2,10.0,TL,6.8,0.0,0.0,0.0
24193,5,1,1005,782,VND->FC,1737.0,31330,792,FC->LMD,204.3,0,0,0,0.0,31330,0.02,1042.0,1941.3,2,1544.5,2605.0,1122.84,3.7,10.0,TL,6.3,0.0,0.0,0.0
24193,6,1,1001,150,VND->FC,68.2,1005,155,FC->FC,1683.2,31330,792,FC->LMD,204.3,31330,0.04,1042.0,1955.7,3,1544.5,2605.0,1122.84,4.6,10.0,LTL,5.4,0.0,0.0,0.0
24193,7,1,1001,150,VND->FC,68.2,1005,155,FC->FC,1683.2,31330,792,FC->LMD,204.3,31330,0.04,1042.0,1955.7,3,1544.5,2605.0,1122.84,4.1,10.0,TL,5.9,0.0,0.0,0.0
24196,8,1,31337,9,VND->LMD,1796.7,0,0,0,0.0,0,0,0,0.0,31337,0.0,185.0,1796.7,1,1796.7,411.11,293.65,4.5,10.0,LTL,5.5,1.0,326.86,1.0
24196,9,1,1001,150,VND->FC,68.2,31337,167,FC->LMD,1732.4,0,0,0,0.0,31337,0.02,185.0,1800.6,2,1796.7,411.11,293.65,5.0,10.0,LTL,5.0,0.0,0.0,0.0
24196,10,1,1003,466,VND->FC,1942.4,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,185.0,2091.2000000000003,2,1796.7,411.11,293.65,4.5,10.0,LTL,5.5,0.0,0.0,0.0
