DEMAND_ID,ROUTE_NBR,ORIGIN_ID,DEST1,LEG1,LEG1_TYPE,LEG1_DIST,DEST2,LEG2,LEG2_TYPE,LEG2_DIST,DEST3,LEG3,LEG3_TYPE,LEG3_DIST,FINAL_DEST,HANDLING_PER_LB,WGT,DIST,LEGS,DR_DIST,SALES,COGS,FIXED,LT_UPPER_BD,TRANS_MODE,W_HAT,DR_MODE,DR_COST,DR_FREQ
1112,1,10,31329,2670,VND->LMD,1303.3,0,0,0,0.0,0,0,0,0.0,31329,0.0,3950.0,1303.3,1,1303.3,11969.7,6540.82,3.5,12.0,LTL,8.5,3.0,2375.11,1.0
1112,2,10,1003,2821,VND->FC,235.3,31329,475,FC->LMD,1154.2,0,0,0,0.0,31329,0.02,3950.0,1389.5,2,1303.3,11969.7,6540.82,4.0,12.0,LTL,8.0,0.0,0.0,0.0
1112,3,10,1001,2819,VND->FC,2065.5,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,3950.0,2888.3,2,1303.3,11969.7,6540.82,6.3,12.0,LTL,5.7,0.0,0.0,0.0
1112,4,10,1003,2821,VND->FC,235.3,31329,475,FC->LMD,1154.2,0,0,0,0.0,31329,0.02,3950.0,1389.5,2,1303.3,11969.7,6540.82,2.5,12.0,TL,9.5,0.0,0.0,0.0
1112,5,10,1001,2819,VND->FC,2065.5,31329,159,FC->LMD,822.8,0,0,0,0.0,31329,0.02,3950.0,2888.3,2,1303.3,11969.7,6540.82,5.3,12.0,TL,6.7,0.0,0.0,0.0
1112,6,10,1003,2821,VND->FC,235.3,1001,467,FC->FC,1878.5,31329,159,FC->LMD,822.8,31329,0.04,3950.0,2936.6000000000004,3,1303.3,11969.7,6540.82,6.4,12.0,LTL,5.6,0.0,0.0,0.0
1112,7,10,1003,2821,VND->FC,235.3,1001,467,FC->FC,1878.5,31329,159,FC->LMD,822.8,31329,0.04,3950.0,2936.6000000000004,3,1303.3,11969.7,6540.82,5.3,12.0,TL,6.7,0.0,0.0,0.0
1101,8,10,31333,2674,VND->LMD,520.0,0,0,0,0.0,0,0,0,0.0,31333,0.0,2054.0,520.0,1,520.0,6625.81,3039.36,1.5,7.0,LTL,5.5,2.0,951.98,1.0
1101,9,10,1003,2821,VND->FC,235.3,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,2054.0,979.9,2,520.0,6625.81,3039.36,3.0,7.0,LTL,4.0,0.0,0.0,0.0
1101,10,10,1004,2822,VND->FC,349.2,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2054.0,547.1,2,520.0,6625.81,3039.36,1.6,7.0,LTL,5.4,0.0,0.0,0.0
1101,11,10,1003,2821,VND->FC,235.3,31333,479,FC->LMD,744.6,0,0,0,0.0,31333,0.02,2054.0,979.9,2,520.0,6625.81,3039.36,1.8,7.0,TL,5.2,0.0,0.0,0.0
1101,12,10,1004,2822,VND->FC,349.2,31333,637,FC->LMD,197.9,0,0,0,0.0,31333,0.02,2054.0,547.1,2,520.0,6625.81,3039.36,1.0,7.0,TL,6.0,0.0,0.0,0.0
1101,13,10,1003,2821,VND->FC,235.3,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,2054.0,992.7,3,520.0,6625.81,3039.36,2.5,7.0,LTL,4.5,0.0,0.0,0.0
1101,14,10,1003,2821,VND->FC,235.3,1004,470,FC->FC,559.5,31333,637,FC->LMD,197.9,31333,0.04,2054.0,992.7,3,520.0,6625.81,3039.36,1.8,7.0,TL,5.2,0.0,0.0,0.0
1081,15,10,31337,2678,VND->LMD,372.7,0,0,0,0.0,0,0,0,0.0,31337,0.0,1070.0,372.7,1,372.7,1910.71,1492.74,1.5,5.0,LTL,3.5,1.0,470.19,1.0
1081,16,10,1003,2821,VND->FC,235.3,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,1070.0,384.1,2,372.7,1910.71,1492.74,1.5,5.0,LTL,3.5,0.0,0.0,0.0
1081,17,10,1003,2821,VND->FC,235.3,31337,483,FC->LMD,148.8,0,0,0,0.0,31337,0.02,1070.0,384.1,2,372.7,1910.71,1492.74,0.7,5.0,TL,4.3,0.0,0.0,0.0
1082,18,10,31343,2684,VND->LMD,185.8,0,0,0,0.0,0,0,0,0.0,31343,0.0,2556.0,185.8,1,185.8,2044.8,929.45,1.0,5.0,LTL,4.0,2.0,665.49,1.0
